"LocationName","FeatureLocation","Provider","Ward","NoBays","Speed","easting","northing","Radius","IsDedicated","Status"
"Sussex Square","At or Outside 79","Ubitricity","Hyde Park",1,"5.5kW",526836.8,180894.44,6,"Non Dedicated","Installed"
"Sutherland Street","At or Outside 23","Ubitricity","Pimlico South",1,"5.5kW",528812.19,178293.38,6,"Non Dedicated","Installed"
"Sutherland Street","At or Outside 28","Ubitricity","Pimlico South",1,"5.5kW",528886.52,178223.77,6,"Non Dedicated","Installed"
"Sutherland Street","At or Outside 38","Ubitricity","Pimlico South",1,"5.5kW",528947.68,178179.97,6,"Non Dedicated","Installed"
"Sutherland Street","At or Outside O/S 33","Ubitricity","Pimlico South",1,"5.5kW",528838.01,178274.89,6,"Non Dedicated","Installed"
"Sutherland Street","Opposite FONTHILL HOUSE","Ubitricity","Pimlico South",1,"5.5kW",528749.76,178343.94,6,"Non Dedicated","Installed"
"Tachbrook Street","At or Outside 124","Ubitricity","Pimlico North",1,"5.5kW",529488.94,178435.12,6,"Non Dedicated","Installed"
"Tachbrook Street","At or Outside 162","Ubitricity","Pimlico North",1,"5.5kW",529593.3,178360.22,6,"Non Dedicated","Installed"
"Tachbrook Street","At or Outside 50","Ubitricity","Pimlico North",1,"5.5kW",529350.1,178611.3,6,"Non Dedicated","Installed"
"Tachbrook Street","At or Outside 96","Ubitricity","Pimlico North",1,"5.5kW",529434.36,178483.36,6,"Non Dedicated","Installed"
"Tachbrook Street","At or Outside 99","Ubitricity","Pimlico North",1,"5.5kW",529581.05,178386.39,6,"Non Dedicated","Installed"
"Tachbrook Street","At or Outside 6","Ubitricity","Pimlico North",1,"5.5kW",529373.11,178597.64,6,"Non Dedicated","Installed"
"Tachbrook Street","Opposite 132","Ubitricity","Pimlico North",1,"5.5kW",529510.93,178436.13,6,"Non Dedicated","Installed"
"Talbot Square","At or Outside 6","Ubitricity","Hyde Park",1,"5.5kW",526778.31,181132.2,6,"Non Dedicated","Installed"
"Tavistock Crescent","Opposite HARFORD HOUSE","Ubitricity","Westbourne",1,"5.5kW",524839.03,181702.7,6,"Non Dedicated","Installed"
"Thirleby Road","At or Outside 15 to 28 Ashley Gardens","Ubitricity","Vincent Square",1,"5.5kW",529289.09,179134.6,6,"Non Dedicated","Installed"
"Titchfield Road","Opposite ST JAMES TERRACE MEWS","Ubitricity","Regent's Park",1,"5.5kW",527510.93,183505.21,6,"Non Dedicated","Installed"
"Tresham Crescent","Opp 23","Ubitricity","Church Street",1,"5.5kW",527250.52,182414.28,6,"Non Dedicated","Installed"
"Upper Belgrave Street","Opposite 4","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528444.5,179341.43,6,"Non Dedicated","Installed"
"Upper Grosvenor Street","At or Outside 12MTRS FROM PARK STREET","Ubitricity","West End",1,"5.5kW",528161.77,180651.75,6,"Non Dedicated","Installed"
"Upper Montagu Street","At or Outside 38","Ubitricity","Marylebone",1,"5.5kW",527728.12,181737.78,6,"Non Dedicated","Installed"
"Upper Montagu Street","At or Outside 39 S/O York House","Ubitricity","Marylebone",1,"5.5kW",527702.03,181786.09,6,"Non Dedicated","Installed"
"Upper Wimpole Street","At or Outside 25","Ubitricity","Marylebone",1,"5.5kW",528492.28,181795.59,6,"Non Dedicated","Installed"
"Upper Wimpole Street","At or Outside 1","Ubitricity","Marylebone",1,"5.5kW",528504.11,181797.65,6,"Non Dedicated","Installed"
"Vincent Square","AT OR OUTSIDE NO.22","Ubitricity","Vincent Square",1,"5.5kW",529621.12,178678.2,6,"Non Dedicated","Installed"
"Vincent Square","OPPOSITE STANDFORD STREET","Ubitricity","Vincent Square",1,"5.5kW",529570.14,178669.98,6,"Non Dedicated","Installed"
"Vincent Square","OPPOSITE NO.43","Ubitricity","Vincent Square",1,"5.5kW",529540.16,178693.64,6,"Non Dedicated","Installed"
"Vincent Square","NEAR NO.68 NEAR JUNCTION OF VANE STREET","Ubitricity","Vincent Square",1,"5.5kW",529473.1,178854.69,6,"Non Dedicated","Installed"
"Vincent Square","SIDE OF NO.72 VINCENT SQUARE","Ubitricity","Vincent Square",1,"5.5kW",529492.39,178956.32,6,"Non Dedicated","Installed"
"Vincent Square","AT OR OUTSIDE NO.1A-25A","Ubitricity","Vincent Square",1,"5.5kW",529630.53,178700.63,6,"Non Dedicated","Installed"
"Violet Hill","At or Outside 9","Ubitricity","Abbey Road",1,"5.5kW",526221.67,183121.46,6,"Non Dedicated","Installed"
"Violet Hill","Opposite 4","Ubitricity","Abbey Road",1,"5.5kW",526233.46,183091.4,6,"Non Dedicated","Installed"
"Walterton Road","Opposite 76","Ubitricity","Harrow Road",1,"5.5kW",525067.12,182421.08,6,"Non Dedicated","Installed"
"Wardour Street","AT OR OUSIDE NO.155","Ubitricity","West End",1,"5.5kW",529522.23,181148.29,6,"Non Dedicated","Installed"
"Warrington Crescent","At or Outside 17","Ubitricity","Little Venice",1,"5.5kW",526069.18,182194.05,6,"Non Dedicated","Installed"
"Warwick Avenue","O/S 14 Warwick Avenue","Ubitricity","Little Venice",1,"5.5kW",526279,181868,6,"Non Dedicated","Installed"
"Warwick Avenue","O/S 18 Warwick Avenue","Ubitricity","Little Venice",1,"5.5kW",526213,181947.04,6,"Non Dedicated","Installed"
"Warwick Avenue","O/s 81 Warwick Avenue","Ubitricity","Little Venice",1,"5.5kW",525881,182155,6,"Non Dedicated","Installed"
"Warwick Way","AT OR OUTSIDE GLASTONBURY HOUSE","Ubitricity","Pimlico North",1,"5.5kW",528731.96,178434.9,6,"Non Dedicated","Installed"
"Welbeck Street","At or Outside 69","Ubitricity","West End",1,"5.5kW",528552.83,181296.63,6,"Non Dedicated","Installed"
"Wellington Place","Opposite 4A","Ubitricity","Regent's Park",1,"5.5kW",527015.82,183004.09,6,"Non Dedicated","Installed"
"Wells Mews","Outside No. 20","Ubitricity","West End",1,"5.5kW",529294.95,181500.57,6,"Non Dedicated","Installed"
"Westbourne Gardens","At or Outside 18","Ubitricity","Bayswater",1,"5.5kW",525673.55,181391.08,6,"Non Dedicated","Installed"
"Westbourne Gardens","At or Outside 48-50","Ubitricity","Bayswater",1,"5.5kW",525623.91,181341.57,6,"Non Dedicated","Installed"
"Westbourne Terrace Road","At or Outside 8","Ubitricity","Westbourne",1,"5.5kW",526066.62,181748.4,6,"Non Dedicated","Installed"
"Westbourne Terrace Road","Opposite 24","Ubitricity","Westbourne",1,"5.5kW",526051.15,181704.33,6,"Non Dedicated","Installed"
"Westmoreland Terrace","At or Outside 23","Ubitricity","Pimlico South",1,"5.5kW",528806.62,178227.05,6,"Non Dedicated","Installed"
"Weymouth Street","At or Outside 11","Ubitricity","West End",1,"5.5kW",528823.05,181867.94,6,"Non Dedicated","Installed"
"Wigmore Street","Opposite 114","Ubitricity","West End",1,"5.5kW",528259.99,181246.26,6,"Non Dedicated","Installed"
"Willow Place","At or Outside 31 WILLOW COURT","Ubitricity","Vincent Square",1,"5.5kW",529325.06,178826.77,6,"Non Dedicated","Installed"
"Wimpole Street","At or Outside 57A","Ubitricity","Marylebone",1,"5.5kW",528537,181657.66,6,"Non Dedicated","Installed"
"Winchester Street","Outside 68","Ubitricity","Pimlico South",1,"5.5kW",528866.4,178368.81,6,"Non Dedicated","Installed"
"Woodchester Square","At or Outside PRINCE THORPE HOUSE","Ubitricity","Westbourne",1,"5.5kW",525599.37,181916.48,6,"Non Dedicated","Installed"
"Woodfield Road","At or Outside 10","Ubitricity","Westbourne",1,"5.5kW",525030,181980,6,"Non Dedicated","Installed"
"Woronzow Road","At or Outside 30","Ubitricity","Regent's Park",1,"5.5kW",527090.39,183565.47,6,"Non Dedicated","Installed"
"Woronzow Road","At or Outside 34 QUEENS GROVE","Ubitricity","Regent's Park",1,"5.5kW",526884.44,183738.33,6,"Non Dedicated","Installed"
"Woronzow Road","At or Outside ALM HOUSES ESTATE","Ubitricity","Regent's Park",1,"5.5kW",527160.21,183469.96,6,"Non Dedicated","Installed"
"Wyndham Place","At or Outside 2","Ubitricity","Marylebone",1,"5.5kW",527659,181616,6,"Non Dedicated","Installed"
"Wyndham Street","Opposite BRYANSTON MANSIONS","Ubitricity","Marylebone",1,"5.5kW",527627,181755,6,"Non Dedicated","Installed"
"York Street","Opposite J/w Knox Street","Ubitricity","Marylebone",1,"5.5kW",527678.16,181734.39,6,"Non Dedicated","Installed"
"York Street","Opposite 12","Ubitricity","Marylebone",1,"5.5kW",527906.62,181807.02,6,"Non Dedicated","Installed"
"Aylesford Street","Side of 35","Ubitricity","Pimlico South",1,"5.5kW",529671.88,178180,6,"Non Dedicated","Installed"
"Abbey Gardens","At or Outside 27","Ubitricity","Abbey Road",1,"5.5kW",526269.71,183183.32,6,"Non Dedicated","Installed"
"Balcombe Street","At or Outside 19","Ubitricity","Regent's Park",1,"5.5kW",527617,182088,6,"Non Dedicated","Installed"
"Biddulph Road","At or Outside 18","Ubitricity","Maida Vale",1,"5.5kW",525826,182591.14,6,"Non Dedicated","Installed"
"Bravington Road","At or Outside 123/125","Ubitricity","Queen's Park",1,"5.5kW",524644.82,182750.74,6,"Non Dedicated","Installed"
"Broadley Terrace","Opposite PORTMAN GATE","Ubitricity","Regent's Park",1,"5.5kW",527268.6,182149.94,6,"Non Dedicated","Installed"
"Bulstrode Street","Opposite 7","Ubitricity","Marylebone",1,"5.5kW",528436.4,181502.08,6,"Non Dedicated","Installed"
"Chiltern Street","At or Outside 19-25","Ubitricity","Marylebone",1,"5.5kW",528102.23,181648.78,6,"Non Dedicated","Installed"
"Culross Street","At or Outside 1A","Ubitricity","West End",1,"5.5kW",528203.47,180732.54,6,"Non Dedicated","Installed"
"Farm Street","Opposite 20","Ubitricity","West End",1,"5.5kW",528557.67,180547.23,6,"Non Dedicated","Installed"
"Formosa Street","J/w Barnwood Close","Ubitricity","Westbourne",1,"5.5kW",525840.22,181993.14,6,"Non Dedicated","Installed"
"Formosa Street","Opposite 26","Ubitricity","Little Venice",1,"5.5kW",525967.19,182141.43,6,"Non Dedicated","Installed"
"Hamilton Terrace","At or Outside no.138","Ubitricity","Abbey Road",1,"5.5kW",526019.48,183169.09,6,"Non Dedicated","Installed"
"Harewood Avenue","At or Outside FARNHAM HOUSE","Ubitricity","Regent's Park",1,"5.5kW",527394.13,182164.04,6,"Non Dedicated","Installed"
"Harley Street","Opposite 127","Ubitricity","Marylebone",1,"5.5kW",528563.55,181976.06,6,"Non Dedicated","Installed"
"Harley Street","At or Outside 133","Ubitricity","Marylebone",1,"5.5kW",528546.97,181991.93,6,"Non Dedicated","Installed"
"Lowndes Square","At or Outside 24","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527953.61,179470.13,6,"Non Dedicated","Installed"
"Mulready Street","At or Outside 32","Ubitricity","Church Street",1,"5.5kW",527085.53,182083.56,6,"Non Dedicated","Installed"
"Nottingham Street","At or Outside Tenby Mansions","Ubitricity","Marylebone",1,"5.5kW",528271.84,181881.7,6,"Non Dedicated","Installed"
"Queen's Grove","Opposite 59","Ubitricity","Regent's Park",1,"5.5kW",526669.45,183572.17,6,"Non Dedicated","Installed"
"Queen's Grove","At or Outside 27","Ubitricity","Regent's Park",1,"5.5kW",526811.97,183690.72,6,"Non Dedicated","Installed"
"Rochester Row","Outside 33 greycoat street","Ubitricity","Vincent Square",1,"5.5kW",529543.69,179088.19,6,"Non Dedicated","Installed"
"St John's Wood Terrace","Outside 6","Ubitricity","Regent's Park",1,"5.5kW",526966.45,183286.19,6,"Non Dedicated","Installed"
"St John's Wood Terrace","At or Outside 27","Ubitricity","Regent's Park",1,"5.5kW",527039.24,183344.85,6,"Non Dedicated","Installed"
"St John's Wood Terrace","At or Outside 75","Ubitricity","Regent's Park",1,"5.5kW",527196.63,183477.51,6,"Non Dedicated","Installed"
"St John's Wood Terrace","At or Outside 95 THE WHITE HOUSE","Ubitricity","Regent's Park",1,"5.5kW",527006.02,183329.87,6,"Non Dedicated","Installed"
"St John's Wood Terrace","At or Outside 98","Ubitricity","Regent's Park",1,"5.5kW",526972.63,183304.68,6,"Non Dedicated","Installed"
"St John's Wood Terrace","Side of TOWNSHEND RD","Ubitricity","Regent's Park",1,"5.5kW",527231.89,183490.22,6,"Non Dedicated","Installed"
"Tachbrook Street","At or Outside 96","Ubitricity","Pimlico North",1,"5.5kW",529434.37,178483.32,6,"Non Dedicated","Installed"
"Vincent Square","OPPOSITE NO.85 AT JUNCTION MAUNSEL STREET","Ubitricity","Vincent Square",1,"5.5kW",529634.26,178873.14,6,"Non Dedicated","Installed"
"Warwick Avenue","o/s 54","Ubitricity","Little Venice",1,"5.5kW",525905,182154,6,"Non Dedicated","Installed"
"Warwick Avenue","O/S 66 Warwick Avenue","Ubitricity","Little Venice",1,"5.5kW",525875,182175,6,"Non Dedicated","Installed"
"Warwick Avenue","O/p 37 Warwick Avenue","Ubitricity","Little Venice",1,"5.5kW",526038,182071,6,"Non Dedicated","Installed"
"Warwick Avenue","OPP 59 Warwick Avenue","Ubitricity","Little Venice",1,"5.5kW",525970,182113,6,"Non Dedicated","Installed"
"Willow Place","Opposite PEABODY FLATS","Ubitricity","Vincent Square",1,"5.5kW",529320.64,178851.9,6,"Non Dedicated","Installed"
"Wimpole Street","Opposite 39","Ubitricity","Marylebone",1,"5.5kW",528515.08,181728.47,6,"Non Dedicated","Installed"
"Woronzow Road","At or Outside 20","Ubitricity","Regent's Park",1,"5.5kW",527106.67,183548.38,6,"Non Dedicated","Installed"
"Woronzow Road","At or Outside 4A","Ubitricity","Regent's Park",1,"5.5kW",526913.86,183713.11,6,"Non Dedicated","Installed"
"Woronzow Road","Opposite 17","Ubitricity","Regent's Park",1,"5.5kW",527015.98,183631.75,6,"Non Dedicated","Installed"
"bloomfield terrace","2","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528291.6,178388.38,6,"Non Dedicated","Pending Installation"
"bourne street","2","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528214.72,178590.45,6,"Non Dedicated","Pending Installation"
"churchill gardens road","8","Ubitricity","Pimlico South",1,"5.5kW",529082.59,177987.74,6,"Non Dedicated","Pending Installation"
"churchill gardens road","9","Ubitricity","Pimlico South",1,"5.5kW",529104.1,177970.37,6,"Non Dedicated","Pending Installation"
"churchill gardens road","15","Ubitricity","Pimlico South",1,"5.5kW",529291.14,177989.37,6,"Non Dedicated","Pending Installation"
"johnson's place","62","Ubitricity","Pimlico South",1,"5.5kW",529277.97,178028.6,6,"Non Dedicated","Pending Installation"
"lupus street","31","Ubitricity","Pimlico North",1,"5.5kW",529214.02,178195.43,6,"Non Dedicated","Pending Installation"
"lupus street","34","Ubitricity","Pimlico South",1,"5.5kW",529296.14,178201.07,6,"Non Dedicated","Pending Installation"
"lupus street","48","Ubitricity","Pimlico South",1,"5.5kW",529499.09,178261.81,6,"Non Dedicated","Pending Installation"
"st barnabas street","5","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528423.5,178395.19,6,"Non Dedicated","Pending Installation"
"belgrave square","3","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528220.32,179508.6,6,"Non Dedicated","Pending Installation"
"belgrave square","23","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528191.05,179446.11,6,"Non Dedicated","Pending Installation"
"belgrave square","26","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528212.29,179371.96,6,"Non Dedicated","Pending Installation"
"belgrave square","30","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528315.84,179372.15,6,"Non Dedicated","Pending Installation"
"belgrave square","31","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528337.08,179393.96,6,"Non Dedicated","Pending Installation"
"belgrave square","34","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528320.01,179472.85,6,"Non Dedicated","Pending Installation"
"belgrave square","35","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528290.05,179501.11,6,"Non Dedicated","Pending Installation"
"belgrave square","29B","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528300.67,179354.71,6,"Non Dedicated","Pending Installation"
"chesham street","2","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528120.72,179099.37,6,"Non Dedicated","Pending Installation"
"eaton place","4","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528362.1,179234.34,6,"Non Dedicated","Pending Installation"
"eaton place","7","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528317.7,179188.44,6,"Non Dedicated","Pending Installation"
"eaton place","9","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528262.18,179129.59,6,"Non Dedicated","Pending Installation"
"eaton place","10","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528243.63,179092.81,6,"Non Dedicated","Pending Installation"
"ennismore gardens","2","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527096.26,179653.52,6,"Non Dedicated","Pending Installation"
"ennismore gardens","8","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527109.89,179555.1,6,"Non Dedicated","Pending Installation"
"ennismore gardens","22","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527147.71,179402.58,6,"Non Dedicated","Pending Installation"
"grosvenor crescent","6","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528279.01,179686.47,6,"Non Dedicated","Pending Installation"
"grosvenor crescent","8","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528259.62,179644.88,6,"Non Dedicated","Pending Installation"
"halkin street","6","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528293.45,179560.08,6,"Non Dedicated","Pending Installation"
"little chester street","1","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528565.87,179425.18,6,"Non Dedicated","Pending Installation"
"little chester street","2","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528551.04,179409.99,6,"Non Dedicated","Pending Installation"
"lowndes square","4","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527930.43,179596.55,6,"Non Dedicated","Pending Installation"
"lowndes square","7","Ubitricity",NA,1,"5.5kW",527933.02,179549.08,6,"Non Dedicated","Pending Installation"
"princes gate","9","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527179.77,179669.88,6,"Non Dedicated","Pending Installation"
"rutland gate","1","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527257.89,179670.99,6,"Non Dedicated","Pending Installation"
"rutland gate","4","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527262.74,179613.98,6,"Non Dedicated","Pending Installation"
"rutland gate","7","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527241.17,179551.97,6,"Non Dedicated","Pending Installation"
"rutland gate","21","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527217.58,179482.78,6,"Non Dedicated","Pending Installation"
"rutland gate","22","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527214.52,179498.28,6,"Non Dedicated","Pending Installation"
"rutland gate","26","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527229.71,179618.47,6,"Non Dedicated","Pending Installation"
"rutland gate","28","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527223.09,179671.21,6,"Non Dedicated","Pending Installation"
"trevor place","7","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",527442.68,179530.21,6,"Non Dedicated","Pending Installation"
"wilton crescent","10","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528138.63,179613.19,6,"Non Dedicated","Pending Installation"
"wilton crescent","14","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528196.68,179586,6,"Non Dedicated","Pending Installation"
"wilton crescent","15","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528213.12,179586,6,"Non Dedicated","Pending Installation"
"wilton place","6","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528090.52,179626.27,6,"Non Dedicated","Pending Installation"
"wilton terrace","1","Ubitricity","Knightsbridge & Belgravia",1,"5.5kW",528146.88,179432.29,6,"Non Dedicated","Pending Installation"
